processo,data,vara,nucleo,prioridades
0005126-79.2024.8.17.2220,22/04/2026,1ª Vara Cível da Comarca de Arcoverde,6ª CCJ,Prioridade Legal
0005375-30.2024.8.17.2220,14/04/2026,1ª Vara Cível da Comarca de Arcoverde,6ª CCJ,Prioridade Legal
0007796-27.2023.8.17.2220,27/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0000113-16.2024.8.17.4220,23/04/2026,2ª Vara Criminal da Comarca de Arcoverde,2ª CC,Sem prioridade
0000205-77.2024.8.17.2220,28/04/2026,2ª Vara Criminal da Comarca de Arcoverde,2ª CC,Sem prioridade
0000398-72.2025.8.17.4220,27/04/2026,2ª Vara Criminal da Comarca de Arcoverde,2ª CC,Prioridade Legal
0000472-36.2025.8.17.5220,23/04/2026,2ª Vara Criminal da Comarca de Arcoverde,2ª CC,Sem prioridade
0000702-42.2023.8.17.4220,28/04/2026,2ª Vara Criminal da Comarca de Arcoverde,2ª CC,Prioridade Legal
0000850-19.2024.8.17.4220,28/04/2026,2ª Vara Criminal da Comarca de Arcoverde,2ª CC,Prioridade Legal
0002496-50.2024.8.17.2220,28/04/2026,2ª Vara Criminal da Comarca de Arcoverde,2ª CC,Prioridade Legal
0000281-33.2026.8.17.2220,27/04/2026,2ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0003331-04.2025.8.17.2220,27/04/2026,2ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0004224-92.2025.8.17.2220,06/04/2026,2ª Vara Cível da Comarca de Arcoverde,6ª CCJ,Prioridade Legal
0004915-09.2025.8.17.2220,22/04/2026,2ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0000103-84.2019.8.17.0230,27/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Super prioridade
0000112-84.2024.8.17.2230,09/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0000160-60.2022.8.17.6030,13/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0000208-02.2024.8.17.2230,10/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0000298-35.2020.8.17.0230,07/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0000305-65.2025.8.17.2230,10/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0000397-48.2022.8.17.2230,23/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0000456-31.2025.8.17.2230,09/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0000475-76.2021.8.17.2230,20/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0000653-25.2021.8.17.2230,15/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0000682-36.2025.8.17.2230,15/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0000737-60.2020.8.17.2230,22/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0000782-30.2021.8.17.2230,27/04/2026,Vara Única da Comarca de Barreiros,4ª CCJ,Prioridade Legal
0000880-10.2024.8.17.2230,10/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0000942-66.2006.8.17.0230,07/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0001001-14.2019.8.17.2230,22/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0001017-32.2011.8.17.0230,27/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0001042-05.2024.8.17.2230,15/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0001112-56.2023.8.17.2230,28/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0001161-35.2013.8.17.0230,28/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0001384-50.2023.8.17.2230,22/04/2026,Vara Única da Comarca de Barreiros,4ª CCJ,Prioridade Legal
0001412-87.2012.8.17.0230,12/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0001559-44.2023.8.17.2230,12/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0001853-62.2024.8.17.2230,17/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Prioridade Legal
0001980-97.2024.8.17.2230,10/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0002021-98.2023.8.17.2230,08/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0004741-17.2021.8.17.2001,13/04/2026,Vara Única da Comarca de Barreiros,5ª CC,Sem prioridade
0000072-41.2026.8.17.2260,20/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Sem prioridade
0000149-21.2024.8.17.2260,20/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0000858-85.2026.8.17.2260,28/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0000872-84.2017.8.17.2260,26/03/2026,1ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Prioridade Legal
0000947-45.2025.8.17.2260,23/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001079-16.2010.8.17.0260,24/03/2026,1ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Prioridade Legal
0001496-55.2025.8.17.2260,22/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001597-73.2017.8.17.2260,24/04/2026,1ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Prioridade Legal
0001850-51.2023.8.17.2260,23/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Sem prioridade
0001863-79.2025.8.17.2260,24/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001878-48.2025.8.17.2260,23/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001905-65.2024.8.17.2260,24/04/2026,1ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Prioridade Legal
0001959-94.2025.8.17.2260,23/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0002456-46.2015.8.17.0260,25/03/2026,1ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Sem prioridade
0002592-08.2025.8.17.2260,20/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0003077-13.2022.8.17.2260,28/04/2026,1ª Vara Cível da Comarca de Belo Jardim,6ª CC,Sem prioridade
0003997-84.2022.8.17.2260,06/04/2026,1ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Prioridade Legal
0000421-83.2022.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0000490-13.2025.8.17.2260,13/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0000530-92.2025.8.17.2260,20/04/2026,2ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Sem prioridade
0000729-80.2026.8.17.2260,28/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0000772-51.2025.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0000903-26.2025.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0000918-63.2023.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001081-72.2025.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001124-09.2025.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001168-33.2022.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001269-65.2025.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Prioridade Legal
0001373-91.2024.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0001660-20.2025.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0002478-69.2025.8.17.2260,24/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0002781-83.2025.8.17.2260,20/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0003620-16.2022.8.17.2260,27/04/2026,2ª Vara Cível da Comarca de Belo Jardim,5ª CCJ,Sem prioridade
0004778-72.2023.8.17.2260,23/04/2026,2ª Vara Cível da Comarca de Belo Jardim,6ª CC,Prioridade Legal
0000330-85.2025.8.17.7110,23/04/2026,Vara Criminal da Comarca de Belo Jardim,2ª CC,Prioridade Legal
0000015-07.1987.8.17.0250,17/04/2026,Vara Única da Comarca de Belém São Francisco,6ª CCJ,Prioridade Legal
0000025-39.2022.8.17.2250,23/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Prioridade Legal
0000027-84.2022.8.17.5620,22/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Sem prioridade
0000126-20.2023.8.17.5620,28/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Prioridade Legal
0000138-62.2011.8.17.0250,22/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Sem prioridade
0000151-33.2023.8.17.5620,24/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Sem prioridade
0000241-16.2004.8.17.0250,17/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Sem prioridade
0000369-93.2017.8.17.2250,20/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Sem prioridade
0000416-96.2019.8.17.2250,15/04/2026,Vara Única da Comarca de Belém São Francisco,6ª CCJ,Prioridade Legal
0000685-33.2022.8.17.2250,27/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Sem prioridade
0000865-49.2022.8.17.2250,28/04/2026,Vara Única da Comarca de Belém São Francisco,7ª CC,Prioridade Legal
0000075-63.2019.8.17.0280,27/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Sem prioridade
0000238-57.2019.8.17.2280,25/03/2026,1ª Vara da Comarca de Bezerros,5ª CCJ,Prioridade Legal
0000260-47.2021.8.17.2280,22/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0000545-65.2017.8.17.0280,16/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Sem prioridade
0001383-12.2023.8.17.2280,24/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0001558-35.2025.8.17.2280,24/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0002201-90.2025.8.17.2280,25/03/2026,1ª Vara da Comarca de Bezerros,5ª CCJ,Prioridade Legal
0002222-04.2015.8.17.0280,22/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0002461-07.2024.8.17.2280,27/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0002787-98.2023.8.17.2280,28/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Sem prioridade
0003511-05.2023.8.17.2280,22/04/2026,1ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0003610-72.2023.8.17.2280,20/04/2026,1ª Vara da Comarca de Bezerros,5ª CCJ,Prioridade Legal
0000273-46.2021.8.17.2280,16/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0000305-51.2021.8.17.2280,20/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0000309-21.2014.8.17.0280,16/04/2026,2ª Vara da Comarca de Bezerros,5ª CCJ,Sem prioridade
0000374-74.2018.8.17.0280,16/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Sem prioridade
0000975-50.2025.8.17.2280,23/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Sem prioridade
0001057-18.2024.8.17.2280,20/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Sem prioridade
0001129-05.2024.8.17.2280,27/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0001210-56.2021.8.17.2280,27/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0001297-07.2024.8.17.2280,16/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0001299-21.2017.8.17.2280,27/03/2026,2ª Vara da Comarca de Bezerros,5ª CCJ,Prioridade Legal
0001989-06.2024.8.17.2280,27/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0002207-97.2025.8.17.2280,28/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Prioridade Legal
0002602-26.2024.8.17.2280,16/04/2026,2ª Vara da Comarca de Bezerros,5ª CCJ,Sem prioridade
0003078-64.2024.8.17.2280,27/04/2026,2ª Vara da Comarca de Bezerros,6ª CC,Sem prioridade
0000116-72.2023.8.17.2290,23/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Prioridade Legal
0000117-49.2022.8.17.5020,28/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Prioridade Legal
0000242-88.2024.8.17.2290,23/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Prioridade Legal
0000274-93.2024.8.17.2290,22/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Prioridade Legal
0000340-15.2020.8.17.2290,23/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Sem prioridade
0000756-17.2019.8.17.2290,23/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Sem prioridade
0000810-46.2020.8.17.2290,19/04/2026,Vara Única da Comarca de Bodocó,6ª CCJ,Prioridade Legal
0001134-94.2024.8.17.2290,23/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Prioridade Legal
0001199-60.2022.8.17.2290,06/04/2026,Vara Única da Comarca de Bodocó,6ª CCJ,Sem prioridade
0001326-95.2022.8.17.2290,22/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Prioridade Legal
0001361-21.2023.8.17.2290,20/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Sem prioridade
0001633-15.2023.8.17.2290,22/04/2026,Vara Única da Comarca de Bodocó,7ª CC,Prioridade Legal
0000070-92.2019.8.17.2300,23/04/2026,1ª Vara da Comarca de Bom Conselho,6ª CC,Sem prioridade
0000126-57.2021.8.17.2300,23/03/2026,1ª Vara da Comarca de Bom Conselho,5ª CCJ,Prioridade Legal
0000231-93.2016.8.17.0300,28/04/2026,1ª Vara da Comarca de Bom Conselho,6ª CC,Sem prioridade
0000910-69.2011.8.17.0300,24/04/2026,1ª Vara da Comarca de Bom Conselho,6ª CC,Sem prioridade
0001941-89.2021.8.17.2300,28/04/2026,1ª Vara da Comarca de Bom Conselho,6ª CC,Prioridade Legal
0000297-38.2026.8.17.2300,28/04/2026,2ª Vara da Comarca de Bom Conselho,6ª CC,Prioridade Legal
0000425-25.2018.8.17.0300,27/04/2026,2ª Vara da Comarca de Bom Conselho,6ª CC,Sem prioridade
0000837-97.2011.8.17.0300,25/03/2026,2ª Vara da Comarca de Bom Conselho,5ª CCJ,Prioridade Legal
0000896-45.2024.8.17.2300,23/04/2026,2ª Vara da Comarca de Bom Conselho,6ª CC,Sem prioridade
0000961-07.2016.8.17.0300,16/04/2026,2ª Vara da Comarca de Bom Conselho,5ª CCJ,Sem prioridade
0001626-56.2024.8.17.2300,22/04/2026,2ª Vara da Comarca de Bom Conselho,5ª CCJ,Sem prioridade
0000075-84.2019.8.17.2310,22/04/2026,Vara Única da Comarca de Bom Jardim,6ª CC,Prioridade Legal
0000183-40.2024.8.17.2310,20/04/2026,Vara Única da Comarca de Bom Jardim,6ª CC,Prioridade Legal
0000231-72.2019.8.17.2310,30/03/2026,Vara Única da Comarca de Bom Jardim,5ª CCJ,Prioridade Legal
0000237-69.2025.8.17.2310,22/04/2026,Vara Única da Comarca de Bom Jardim,6ª CC,Prioridade Legal
0000498-44.2019.8.17.2310,22/04/2026,Vara Única da Comarca de Bom Jardim,6ª CC,Prioridade Legal
0000513-13.2019.8.17.2310,27/03/2026,Vara Única da Comarca de Bom Jardim,5ª CCJ,Prioridade Legal
0000527-66.2008.8.17.0310,07/04/2026,Vara Única da Comarca de Bom Jardim,5ª CCJ,Sem prioridade
0000600-91.2015.8.17.0310,22/04/2026,Vara Única da Comarca de Bom Jardim,5ª CCJ,Prioridade Legal
0000676-22.2021.8.17.2310,22/04/2026,Vara Única da Comarca de Bom Jardim,6ª CC,Sem prioridade
0000684-92.2015.8.17.0310,13/04/2026,Vara Única da Comarca de Bom Jardim,5ª CCJ,Sem prioridade
0001246-66.2025.8.17.2310,22/04/2026,Vara Única da Comarca de Bom Jardim,6ª CC,Prioridade Legal
0002485-76.2023.8.17.2310,22/04/2026,Vara Única da Comarca de Bom Jardim,6ª CC,Prioridade Legal
0000046-67.2020.8.17.2320,27/03/2026,Vara Única da Comarca de Bonito,5ª CCJ,Prioridade Legal
0000217-24.2020.8.17.2320,28/04/2026,Vara Única da Comarca de Bonito,6ª CC,Prioridade Legal
0000230-97.2006.8.17.0320,24/04/2026,Vara Única da Comarca de Bonito,6ª CC,Prioridade Legal
0000270-26.1999.8.17.0320,22/04/2026,Vara Única da Comarca de Bonito,6ª CC,Sem prioridade
0000396-26.2018.8.17.2320,30/03/2026,Vara Única da Comarca de Bonito,5ª CCJ,Sem prioridade
0000505-40.2018.8.17.2320,24/04/2026,Vara Única da Comarca de Bonito,6ª CC,Prioridade Legal
0000508-53.2022.8.17.2320,23/04/2026,Vara Única da Comarca de Bonito,6ª CC,Sem prioridade
0000674-28.2009.8.17.0320,21/04/2026,Vara Única da Comarca de Bonito,5ª CCJ,Sem prioridade
0000914-51.2008.8.17.0320,14/04/2026,Vara Única da Comarca de Bonito,6ª CC,Prioridade Legal
0000924-40.2022.8.17.4480,24/04/2026,Vara Única da Comarca de Bonito,6ª CC,Sem prioridade
0001056-44.2023.8.17.2320,21/04/2026,Vara Única da Comarca de Bonito,6ª CC,Prioridade Legal
0001560-06.2022.8.17.4480,28/04/2026,Vara Única da Comarca de Bonito,6ª CC,Prioridade Legal
0001830-37.2022.8.17.5480,27/04/2026,Vara Única da Comarca de Bonito,6ª CC,Prioridade Legal
0002002-16.2023.8.17.2320,21/04/2026,Vara Única da Comarca de Bonito,6ª CC,Prioridade Legal
0003745-28.2018.8.17.0480,21/04/2026,Vara Única da Comarca de Bonito,6ª CC,Sem prioridade
0000181-82.2021.8.17.2340,20/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Prioridade Legal
0000380-18.2023.8.17.4480,27/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Prioridade Legal
0000680-95.2023.8.17.2340,22/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Sem prioridade
0000863-32.2024.8.17.2340,24/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Prioridade Legal
0001054-77.2024.8.17.2340,16/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Prioridade Legal
0001105-65.2010.8.17.0340,15/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Sem prioridade
0001135-26.2024.8.17.2340,27/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Prioridade Legal
0001314-91.2023.8.17.2340,22/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,5ª CCJ,Sem prioridade
0001554-96.2022.8.17.4480,20/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Sem prioridade
0001759-46.2022.8.17.2340,22/04/2026,Vara Única da Comarca de Brejo da Madre de Deus,6ª CC,Prioridade Legal
0000265-81.2025.8.17.2360,25/03/2026,Vara Única da Comarca de Buíque,5ª CCJ,Prioridade Legal
0001839-77.2015.8.17.0360,22/04/2026,Vara Única da Comarca de Buíque,6ª CC,Prioridade Legal
0002039-49.2025.8.17.2360,22/04/2026,Vara Única da Comarca de Buíque,6ª CC,Prioridade Legal
0000008-27.2016.8.17.0370,24/04/2026,1ª Vara Criminal da Comarca do Cabo de Santo Agostinho,2ª CC,Sem prioridade
0001262-93.2025.8.17.5810,27/04/2026,1ª Vara Criminal da Comarca do Cabo de Santo Agostinho,2ª CC,Prioridade Legal
0031018-30.2021.8.17.2370,23/04/2026,1ª Vara Criminal da Comarca do Cabo de Santo Agostinho,2ª CC,Sem prioridade
0000149-45.2025.8.17.2370,22/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0000174-29.2023.8.17.2370,22/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0000195-34.2025.8.17.2370,22/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0000846-76.2019.8.17.2370,27/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0001311-80.2022.8.17.2370,28/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0001879-09.2016.8.17.2370,28/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0002002-02.2019.8.17.2370,27/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0003091-46.2019.8.17.0370,20/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Sem prioridade
0003449-20.2022.8.17.2370,15/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0003554-26.2024.8.17.2370,28/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0003959-67.2021.8.17.2370,22/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0004985-95.2024.8.17.2370,27/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0005081-13.2024.8.17.2370,24/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0006009-61.2024.8.17.2370,13/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0007113-88.2024.8.17.2370,16/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0007325-80.2022.8.17.2370,23/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0008977-64.2024.8.17.2370,23/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0009057-28.2024.8.17.2370,15/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0009967-65.2018.8.17.2370,23/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0011141-70.2022.8.17.2370,13/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0011143-40.2022.8.17.2370,20/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0011794-72.2022.8.17.2370,23/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0014746-24.2022.8.17.2370,13/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0020920-20.2020.8.17.2370,27/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0021368-61.2018.8.17.2370,16/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Sem prioridade
0022444-47.2023.8.17.2370,14/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0023061-75.2021.8.17.2370,15/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0023833-67.2023.8.17.2370,16/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
0025779-74.2023.8.17.2370,20/04/2026,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,5ª CC,Prioridade Legal
