processo,data,vara,nucleo,prioridades
0000427-98.2012.8.17.0560,28/04/2026,1ª Vara da Comarca de Custódia,7ª CC,Sem prioridade
0000468-25.2025.8.17.2560,22/04/2026,1ª Vara da Comarca de Custódia,7ª CC,Prioridade Legal
0000636-27.2025.8.17.2560,27/04/2026,1ª Vara da Comarca de Custódia,7ª CC,Prioridade Legal
0000975-83.2025.8.17.2560,23/04/2026,1ª Vara da Comarca de Custódia,7ª CC,Super prioridade
0001371-60.2025.8.17.2560,27/04/2026,1ª Vara da Comarca de Custódia,7ª CC,Prioridade Legal
0000062-09.2022.8.17.2560,27/04/2026,2ª Vara da Comarca de Custódia,7ª CC,Prioridade Legal
0000439-14.2021.8.17.2560,20/04/2026,2ª Vara da Comarca de Custódia,7ª CC,Prioridade Legal
0000014-30.2016.8.17.2570,30/03/2026,1ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0000017-39.2014.8.17.0570,28/04/2026,1ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0000087-26.2021.8.17.2570,27/03/2026,1ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0000174-74.2024.8.17.2570,15/04/2026,1ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0000215-17.2019.8.17.2570,07/04/2026,1ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0000234-23.2019.8.17.2570,26/03/2026,1ª Vara da Comarca de Escada,4ª CCJ,Sem prioridade
0000300-08.2016.8.17.2570,01/04/2026,1ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0000546-97.2010.8.17.0570,15/04/2026,1ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0000590-42.2024.8.17.2570,16/04/2026,1ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0000609-82.2023.8.17.2570,28/04/2026,1ª Vara da Comarca de Escada,4ª CCJ,Sem prioridade
0000669-55.2023.8.17.2570,27/04/2026,1ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0000928-51.2014.8.17.0570,07/04/2026,1ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0001215-76.2024.8.17.2570,28/04/2026,1ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0001429-68.2015.8.17.0570,10/04/2026,1ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0001436-64.2021.8.17.2570,15/04/2026,1ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0001573-13.2013.8.17.0570,14/04/2026,1ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0001702-17.2022.8.17.2570,15/04/2026,1ª Vara da Comarca de Escada,5ª CC,Super prioridade
0002053-88.2013.8.17.0570,15/04/2026,1ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0002064-82.2023.8.17.2570,07/04/2026,1ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0014177-97.2021.8.17.2001,06/04/2026,1ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0000035-84.2019.8.17.0570,09/04/2026,2ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0000055-26.2018.8.17.2570,10/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0000075-47.2011.8.17.0570,15/04/2026,2ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0000239-40.2022.8.17.2570,27/04/2026,2ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0000346-76.1999.8.17.0570,27/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0000398-75.2025.8.17.2570,15/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0000406-91.2021.8.17.2570,23/04/2026,2ª Vara da Comarca de Escada,4ª CCJ,Sem prioridade
0000415-87.2020.8.17.2570,15/04/2026,2ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0000474-02.2025.8.17.2570,27/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0000725-93.2020.8.17.2570,01/04/2026,2ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0000809-89.2023.8.17.2570,15/04/2026,2ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0000893-61.2021.8.17.2570,15/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0000962-54.2025.8.17.2570,22/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0001254-78.2021.8.17.2570,27/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0001359-55.2021.8.17.2570,07/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0001390-76.2012.8.17.0570,28/04/2026,2ª Vara da Comarca de Escada,4ª CCJ,Sem prioridade
0001471-82.2025.8.17.2570,26/03/2026,2ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0001640-40.2023.8.17.2570,24/04/2026,2ª Vara da Comarca de Escada,5ª CC,Sem prioridade
0001663-15.2025.8.17.2570,16/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0001822-89.2024.8.17.2570,17/04/2026,2ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0001884-95.2025.8.17.2570,20/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0002302-67.2024.8.17.2570,09/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0002395-36.2019.8.17.1590,23/04/2026,2ª Vara da Comarca de Escada,5ª CC,Super prioridade
0003475-58.2022.8.17.2001,14/04/2026,2ª Vara da Comarca de Escada,5ª CC,Prioridade Legal
0050282-97.2021.8.17.8201,19/04/2026,2ª Vara da Comarca de Escada,4ª CCJ,Prioridade Legal
0000099-11.2012.8.17.0580,20/04/2026,Vara Única da Comarca de Exu,7ª CC,Sem prioridade
0000128-55.2024.8.17.2580,27/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0000194-53.2025.8.17.5020,27/04/2026,Vara Única da Comarca de Exu,7ª CC,Prioridade Legal
0000201-61.2018.8.17.2960,30/03/2026,Vara Única da Comarca de Exu,6ª CCJ,Prioridade Legal
0000243-86.2018.8.17.2580,22/04/2026,Vara Única da Comarca de Exu,7ª CC,Sem prioridade
0000417-86.2010.8.17.0960,23/04/2026,Vara Única da Comarca de Exu,7ª CC,Sem prioridade
0000466-18.2023.8.17.5020,28/04/2026,Vara Única da Comarca de Exu,7ª CC,Prioridade Legal
0000482-17.2023.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0000873-75.2011.8.17.0580,28/04/2026,Vara Única da Comarca de Exu,7ª CC,Sem prioridade
0001296-63.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Prioridade Legal
0001317-39.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001379-79.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001385-86.2022.8.17.2580,19/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001388-41.2022.8.17.2580,22/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Prioridade Legal
0001390-11.2022.8.17.2580,22/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001394-48.2022.8.17.2580,22/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001397-03.2022.8.17.2580,23/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001403-10.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001406-62.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001408-32.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001519-16.2022.8.17.2580,19/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001529-60.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001530-45.2022.8.17.2580,19/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001536-52.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Prioridade Legal
0001538-22.2022.8.17.2580,20/04/2026,Vara Única da Comarca de Exu,6ª CCJ,Sem prioridade
0001568-57.2022.8.17.2580,26/04/2026,Vara Única da Comarca de Exu,7ª CC,Sem prioridade
0000094-60.2018.8.17.2590,23/04/2026,Vara Única da Comarca de Feira Nova,6ª CC,Sem prioridade
0000242-37.2019.8.17.2590,17/04/2026,Vara Única da Comarca de Feira Nova,6ª CC,Sem prioridade
0000247-30.2017.8.17.2590,23/04/2026,Vara Única da Comarca de Feira Nova,5ª CCJ,Sem prioridade
0000267-90.2006.8.17.0590,24/04/2026,Vara Única da Comarca de Feira Nova,6ª CC,Prioridade Legal
0000387-25.2021.8.17.2590,31/03/2026,Vara Única da Comarca de Feira Nova,5ª CCJ,Prioridade Legal
0000483-35.2024.8.17.2590,10/04/2026,Vara Única da Comarca de Feira Nova,5ª CCJ,Prioridade Legal
0000526-12.2011.8.17.0590,23/04/2026,Vara Única da Comarca de Feira Nova,6ª CC,Sem prioridade
0000538-55.2022.8.17.5920,24/04/2026,Vara Única da Comarca de Feira Nova,6ª CC,Prioridade Legal
0000839-98.2022.8.17.2590,23/04/2026,Vara Única da Comarca de Feira Nova,6ª CC,Sem prioridade
0000945-26.2023.8.17.2590,23/04/2026,Vara Única da Comarca de Feira Nova,6ª CC,Prioridade Legal
0000015-87.2020.8.17.3600,28/04/2026,Vara Única do Arquipélago de Fernando de Noronha,5ª CC,Prioridade Legal
0000101-92.2019.8.17.3600,17/04/2026,Vara Única do Arquipélago de Fernando de Noronha,5ª CC,Sem prioridade
0000361-67.2022.8.17.3600,27/04/2026,Vara Única do Arquipélago de Fernando de Noronha,5ª CC,Sem prioridade
0000492-76.2021.8.17.3600,10/04/2026,Vara Única do Arquipélago de Fernando de Noronha,5ª CC,Sem prioridade
0000584-49.2024.8.17.3600,28/04/2026,Vara Única do Arquipélago de Fernando de Noronha,5ª CC,Prioridade Legal
0000032-52.2021.8.17.2610,23/04/2026,Vara Única da Comarca de Flores,7ª CC,Prioridade Legal
0000032-81.2023.8.17.2610,24/04/2026,Vara Única da Comarca de Flores,7ª CC,Prioridade Legal
0000104-73.2020.8.17.2610,14/04/2026,Vara Única da Comarca de Flores,6ª CCJ,Prioridade Legal
0000122-02.2017.8.17.2610,16/04/2026,Vara Única da Comarca de Flores,6ª CCJ,Prioridade Legal
0000123-79.2020.8.17.2610,10/04/2026,Vara Única da Comarca de Flores,6ª CCJ,Prioridade Legal
0000144-16.2024.8.17.2610,28/04/2026,Vara Única da Comarca de Flores,7ª CC,Prioridade Legal
0000150-67.2017.8.17.2610,23/04/2026,Vara Única da Comarca de Flores,6ª CCJ,Prioridade Legal
0000206-03.2017.8.17.2610,06/04/2026,Vara Única da Comarca de Flores,6ª CCJ,Prioridade Legal
0000289-77.2021.8.17.2610,28/04/2026,Vara Única da Comarca de Flores,7ª CC,Sem prioridade
0000290-67.2018.8.17.2610,23/04/2026,Vara Única da Comarca de Flores,7ª CC,Prioridade Legal
0000366-24.2011.8.17.0610,31/03/2026,Vara Única da Comarca de Flores,6ª CCJ,Sem prioridade
0000423-70.2022.8.17.2610,16/04/2026,Vara Única da Comarca de Flores,6ª CCJ,Prioridade Legal
0000480-84.2016.8.17.0610,08/04/2026,Vara Única da Comarca de Flores,6ª CCJ,Prioridade Legal
0001046-66.2024.8.17.2610,23/04/2026,Vara Única da Comarca de Flores,7ª CC,Sem prioridade
0000007-30.2021.8.17.5620,18/04/2026,Vara Única da Comarca de Floresta,7ª CC,Sem prioridade
0000018-34.2015.8.17.0620,08/04/2026,Vara Única da Comarca de Floresta,6ª CCJ,Sem prioridade
0000028-68.2021.8.17.0620,17/04/2026,Vara Única da Comarca de Floresta,7ª CC,Sem prioridade
0000278-76.2025.8.17.2620,27/04/2026,Vara Única da Comarca de Floresta,7ª CC,Prioridade Legal
0000606-06.2025.8.17.2620,20/04/2026,Vara Única da Comarca de Floresta,6ª CCJ,Prioridade Legal
0000773-62.2021.8.17.2620,23/04/2026,Vara Única da Comarca de Floresta,7ª CC,Sem prioridade
0000037-57.2025.8.17.6030,15/04/2026,Vara Única da Comarca de Gameleira,5ª CC,Sem prioridade
0000077-93.2021.8.17.2630,24/04/2026,Vara Única da Comarca de Gameleira,4ª CCJ,Sem prioridade
0000092-67.2018.8.17.2630,15/04/2026,Vara Única da Comarca de Gameleira,4ª CCJ,Prioridade Legal
0000105-03.2017.8.17.2630,15/04/2026,Vara Única da Comarca de Gameleira,4ª CCJ,Prioridade Legal
0000183-94.2017.8.17.2630,28/04/2026,Vara Única da Comarca de Gameleira,4ª CCJ,Sem prioridade
0000242-34.2018.8.17.0630,22/04/2026,Vara Única da Comarca de Gameleira,5ª CC,Prioridade Legal
0000349-82.2024.8.17.2630,27/04/2026,Vara Única da Comarca de Gameleira,5ª CC,Prioridade Legal
0000412-15.2021.8.17.2630,09/04/2026,Vara Única da Comarca de Gameleira,5ª CC,Sem prioridade
0000495-36.2018.8.17.2630,01/04/2026,Vara Única da Comarca de Gameleira,4ª CCJ,Prioridade Legal
0000597-82.2023.8.17.2630,27/04/2026,Vara Única da Comarca de Gameleira,5ª CC,Sem prioridade
0000607-70.2024.8.17.5030,15/04/2026,Vara Única da Comarca de Gameleira,5ª CC,Prioridade Legal
0000043-11.2020.8.17.0640,24/04/2026,1ª Vara Criminal da Comarca de Garanhuns,2ª CC,Sem prioridade
0003186-51.2022.8.17.2640,27/04/2026,1ª Vara Criminal da Comarca de Garanhuns,2ª CC,Prioridade Legal
0008326-66.2022.8.17.2640,28/04/2026,1ª Vara Criminal da Comarca de Garanhuns,2ª CC,Sem prioridade
0000012-39.2019.8.17.2640,16/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0000600-41.2022.8.17.2640,27/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0001466-44.2025.8.17.2640,26/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0001543-87.2024.8.17.2640,28/04/2026,1ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0001555-04.2024.8.17.2640,10/04/2026,1ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0001996-14.2026.8.17.2640,20/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Sem prioridade
0002023-75.2018.8.17.2640,07/04/2026,1ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0002233-29.2018.8.17.2640,10/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0002244-49.2015.8.17.0640,12/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0002479-83.2022.8.17.2640,27/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0002487-94.2021.8.17.2640,29/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0003688-82.2025.8.17.2640,21/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0003781-55.2019.8.17.2640,10/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Sem prioridade
0003798-91.2019.8.17.2640,28/04/2026,1ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Super prioridade
0004045-72.2019.8.17.2640,26/03/2026,1ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0004341-94.2019.8.17.2640,28/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Sem prioridade
0004710-16.2015.8.17.0640,17/03/2026,1ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Sem prioridade
0007864-41.2024.8.17.2640,14/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0008025-51.2024.8.17.2640,22/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0008830-04.2024.8.17.2640,19/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0010050-71.2023.8.17.2640,29/03/2026,1ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0010342-56.2023.8.17.2640,27/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Sem prioridade
0010404-96.2023.8.17.2640,27/04/2026,1ª Vara Cível da Comarca de Garanhuns,3ª CC,Super prioridade
0004179-60.2023.8.17.2640,17/04/2026,1ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0006474-07.2022.8.17.2640,28/04/2026,1ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CCJ,Super prioridade
0008044-91.2023.8.17.2640,27/04/2026,1ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0009848-60.2024.8.17.2640,20/04/2026,1ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0010488-97.2023.8.17.2640,27/04/2026,1ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0000514-86.2025.8.17.5640,24/04/2026,2ª Vara Criminal da Comarca de Garanhuns,2ª CC,Prioridade Legal
0000762-45.2025.8.17.4640,24/04/2026,2ª Vara Criminal da Comarca de Garanhuns,2ª CC,Prioridade Legal
0001083-66.2025.8.17.2640,28/04/2026,2ª Vara Criminal da Comarca de Garanhuns,2ª CC,Prioridade Legal
0002672-98.2022.8.17.2640,27/04/2026,2ª Vara Criminal da Comarca de Garanhuns,2ª CC,Prioridade Legal
0005561-59.2021.8.17.2640,28/04/2026,2ª Vara Criminal da Comarca de Garanhuns,2ª CC,Prioridade Legal
0005666-36.2021.8.17.2640,28/04/2026,2ª Vara Criminal da Comarca de Garanhuns,2ª CC,Prioridade Legal
0000749-42.2019.8.17.2640,10/04/2026,2ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0001494-46.2024.8.17.2640,21/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0002687-04.2021.8.17.2640,16/04/2026,2ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0003029-83.2019.8.17.2640,19/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0003074-48.2023.8.17.2640,24/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0003904-14.2023.8.17.2640,24/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0003983-32.2019.8.17.2640,12/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0004068-18.2019.8.17.2640,15/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0004201-84.2024.8.17.2640,17/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0004331-74.2024.8.17.2640,20/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0004818-11.2016.8.17.0640,27/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0005173-88.2023.8.17.2640,31/03/2026,2ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0005364-66.2016.8.17.0640,14/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Sem prioridade
0005566-47.2022.8.17.2640,16/04/2026,2ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0005729-95.2020.8.17.2640,26/03/2026,2ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0006198-39.2023.8.17.2640,24/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0006868-48.2021.8.17.2640,08/04/2026,2ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0006949-94.2021.8.17.2640,28/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Sem prioridade
0010886-44.2023.8.17.2640,29/04/2026,2ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0001815-86.2021.8.17.2640,23/04/2026,2ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0002096-37.2024.8.17.2640,16/04/2026,2ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CCJ,Prioridade Legal
0003116-29.2025.8.17.2640,28/04/2026,2ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0003215-96.2025.8.17.2640,28/04/2026,2ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0003688-19.2024.8.17.2640,24/04/2026,2ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0008125-06.2024.8.17.2640,28/04/2026,2ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0008484-53.2024.8.17.2640,28/04/2026,2ª Vara de Família e Reg. Civil da Comarca de Garanhuns,3ª CC,Prioridade Legal
0000144-62.2020.8.17.2640,23/04/2026,3ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0003955-54.2025.8.17.2640,27/04/2026,3ª Vara Cível da Comarca de Garanhuns,3ª CC,Prioridade Legal
0005000-06.2019.8.17.2640,30/03/2026,3ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Sem prioridade
0005465-44.2021.8.17.2640,13/04/2026,3ª Vara Cível da Comarca de Garanhuns,3ª CC,Sem prioridade
0009383-22.2022.8.17.2640,06/04/2026,3ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0013301-68.2021.8.17.2640,16/04/2026,3ª Vara Cível da Comarca de Garanhuns,1ª CCJ,Prioridade Legal
0000080-76.2025.8.17.2640,15/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0000210-29.2000.8.17.0640,16/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0000439-93.2019.8.17.2330,22/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0000580-84.2021.8.17.2640,28/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0000901-22.2021.8.17.2640,22/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0001739-04.2017.8.17.2640,16/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0001796-80.2021.8.17.2640,10/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0002055-17.2017.8.17.2640,16/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,2ª CCJ,Sem prioridade
0002220-83.2025.8.17.2640,28/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Super prioridade
0002361-49.2018.8.17.2640,28/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,2ª CCJ,Prioridade Legal
0002380-21.2019.8.17.2640,28/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0002871-28.2019.8.17.2640,24/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0002941-11.2020.8.17.2640,15/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0003158-88.2019.8.17.2640,20/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0003240-46.2024.8.17.2640,16/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0003485-96.2020.8.17.2640,24/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0003646-43.2019.8.17.2640,22/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0003689-77.2019.8.17.2640,24/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0003926-09.2022.8.17.2640,16/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,2ª CCJ,Prioridade Legal
0005006-37.2024.8.17.2640,24/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0005141-83.2023.8.17.2640,27/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0005472-36.2021.8.17.2640,23/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0005501-52.2022.8.17.2640,28/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0005624-79.2024.8.17.2640,12/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0005864-39.2022.8.17.2640,17/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Sem prioridade
0007048-64.2021.8.17.2640,28/04/2026,Vara da Fazenda Pública da Comarca de Garanhuns,4ª CC,Prioridade Legal
0000002-23.2023.8.17.2650,30/03/2026,Vara Única da Comarca de Glória do Goitá,4ª CCJ,Sem prioridade
0000138-26.2011.8.17.0650,23/04/2026,Vara Única da Comarca de Glória do Goitá,5ª CC,Sem prioridade
0000211-94.2020.8.17.2650,17/04/2026,Vara Única da Comarca de Glória do Goitá,4ª CCJ,Prioridade Legal
0000279-12.2024.8.17.5590,10/04/2026,Vara Única da Comarca de Glória do Goitá,5ª CC,Sem prioridade
0000303-97.2016.8.17.0650,27/04/2026,Vara Única da Comarca de Glória do Goitá,4ª CCJ,Sem prioridade
0000387-34.2024.8.17.2650,23/04/2026,Vara Única da Comarca de Glória do Goitá,5ª CC,Super prioridade
0000452-39.2018.8.17.2650,13/04/2026,Vara Única da Comarca de Glória do Goitá,5ª CC,Sem prioridade
0000873-87.2022.8.17.2650,08/04/2026,Vara Única da Comarca de Glória do Goitá,5ª CC,Sem prioridade
0000888-28.2011.8.17.0650,10/04/2026,Vara Única da Comarca de Glória do Goitá,5ª CC,Sem prioridade
0000215-59.2026.8.17.2218,28/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
0000227-73.2026.8.17.2218,28/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Super prioridade
0000278-84.2026.8.17.2218,14/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
0000701-44.2026.8.17.2218,27/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
0000743-40.2019.8.17.2218,23/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
0000750-56.2024.8.17.2218,23/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
0001673-48.2025.8.17.2218,20/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Sem prioridade
0001781-77.2025.8.17.2218,15/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Sem prioridade
0001872-70.2025.8.17.2218,23/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
0002003-45.2025.8.17.2218,28/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Sem prioridade
0002069-59.2024.8.17.2218,13/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
0002689-37.2025.8.17.2218,14/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
0002883-71.2024.8.17.2218,15/04/2026,1ª Vara Cível da Comarca de Goiana,5ª CC,Prioridade Legal
